Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Have you ever vaped?,Do you have any form of social media?,Approximately how much time do you spend on social media per day?
11313765418,252912708,01/31/2020 07:16:43 AM,01/31/2020 07:16:58 AM,,,,,,Yes,Yes,1 hour
11313599994,252912708,01/31/2020 06:16:18 AM,01/31/2020 06:16:43 AM,,,,,,No,Yes,3 hours
11313593142,252912708,01/31/2020 06:14:03 AM,01/31/2020 06:14:18 AM,,,,,,Yes,Yes,2 hours
11313581849,252912708,01/31/2020 06:09:58 AM,01/31/2020 06:10:19 AM,,,,,,Yes,Yes,2 hours
11313494012,252912708,01/31/2020 05:38:08 AM,01/31/2020 05:38:36 AM,,,,,,Yes,Yes,3 hours
11313340036,252912708,01/31/2020 04:42:52 AM,01/31/2020 04:43:06 AM,,,,,,No,Yes,2 hours
11313211693,252912708,01/31/2020 03:55:09 AM,01/31/2020 03:55:22 AM,,,,,,Yes,Yes,4 hours or more
11313166401,252912708,01/31/2020 03:35:44 AM,01/31/2020 03:36:15 AM,,,,,,No,Yes,4 hours or more
11313131643,252912708,01/31/2020 03:20:24 AM,01/31/2020 03:20:52 AM,,,,,,Yes,Yes,3 hours
11313105628,252912708,01/31/2020 03:08:42 AM,01/31/2020 03:09:17 AM,,,,,,Yes,Yes,4 hours or more
11313059440,252912708,01/31/2020 02:46:20 AM,01/31/2020 02:46:45 AM,,,,,,No,Yes,4 hours or more
11312920858,252912708,01/31/2020 01:31:44 AM,01/31/2020 01:32:43 AM,,,,,,Yes,Yes,4 hours or more
11312917081,252912708,01/31/2020 01:30:34 AM,01/31/2020 01:30:47 AM,,,,,,Yes,Yes,3 hours
11312698980,252912708,01/30/2020 11:18:58 PM,01/30/2020 11:19:31 PM,,,,,,No,Yes,4 hours or more
11312686969,252912708,01/30/2020 11:11:49 PM,01/30/2020 11:12:04 PM,,,,,,No,Yes,30 minutes or less
11312678640,252912708,01/30/2020 11:06:43 PM,01/30/2020 11:07:05 PM,,,,,,No,Yes,4 hours or more
11312676564,252912708,01/30/2020 11:05:43 PM,01/30/2020 11:05:56 PM,,,,,,Yes,Yes,4 hours or more
11312676391,252912708,01/30/2020 11:05:30 PM,01/30/2020 11:05:49 PM,,,,,,Yes,Yes,4 hours or more
11312668519,252912708,01/30/2020 11:01:04 PM,01/30/2020 11:01:17 PM,,,,,,Yes,Yes,4 hours or more
11312665202,252912708,01/30/2020 10:58:45 PM,01/30/2020 10:59:02 PM,,,,,,No,Yes,2 hours
11312656303,252912708,01/30/2020 10:52:52 PM,01/30/2020 10:53:13 PM,,,,,,Yes,Yes,4 hours or more
11312655389,252912708,01/30/2020 10:52:14 PM,01/30/2020 10:52:40 PM,,,,,,No,Yes,4 hours or more
11312654144,252912708,01/30/2020 10:51:33 PM,01/30/2020 10:51:55 PM,,,,,,No,Yes,3 hours
11312649886,252912708,01/30/2020 10:48:50 PM,01/30/2020 10:49:02 PM,,,,,,No,Yes,4 hours or more
11312649477,252912708,01/30/2020 10:48:29 PM,01/30/2020 10:48:44 PM,,,,,,No,Yes,4 hours or more
11312649381,252912708,01/30/2020 10:48:28 PM,01/30/2020 10:48:39 PM,,,,,,No,Yes,2 hours
11312649105,252912708,01/30/2020 10:48:01 PM,01/30/2020 10:48:28 PM,,,,,,Yes,Yes,4 hours or more
11312648879,252912708,01/30/2020 10:48:08 PM,01/30/2020 10:48:19 PM,,,,,,No,Yes,4 hours or more
11312648848,252912708,01/30/2020 10:47:58 PM,01/30/2020 10:48:18 PM,,,,,,No,Yes,4 hours or more
11312648294,252912708,01/30/2020 10:47:43 PM,01/30/2020 10:47:54 PM,,,,,,No,Yes,4 hours or more
11312648002,252912708,01/30/2020 10:47:31 PM,01/30/2020 10:47:43 PM,,,,,,No,Yes,4 hours or more
11312647742,252912708,01/30/2020 10:47:14 PM,01/30/2020 10:47:32 PM,,,,,,No,Yes,3 hours
11312647178,252912708,01/30/2020 10:46:50 PM,01/30/2020 10:47:09 PM,,,,,,No,Yes,2 hours
11312646466,252912708,01/30/2020 10:45:25 PM,01/30/2020 10:46:40 PM,,,,,,No,Yes,2 hours
11312646309,252912708,01/30/2020 10:46:22 PM,01/30/2020 10:46:34 PM,,,,,,Yes,Yes,4 hours or more
11312646136,252912708,01/30/2020 10:46:10 PM,01/30/2020 10:46:28 PM,,,,,,No,Yes,4 hours or more
11312646106,252912708,01/30/2020 10:46:15 PM,01/30/2020 10:46:27 PM,,,,,,No,Yes,4 hours or more
11312645883,252912708,01/30/2020 10:46:07 PM,01/30/2020 10:46:18 PM,,,,,,Yes,Yes,4 hours or more
11312645607,252912708,01/30/2020 10:45:56 PM,01/30/2020 10:46:06 PM,,,,,,No,Yes,4 hours or more
11312645553,252912708,01/30/2020 10:45:50 PM,01/30/2020 10:46:04 PM,,,,,,No,Yes,3 hours
11312645436,252912708,01/30/2020 10:44:37 PM,01/30/2020 10:45:58 PM,,,,,,Yes,Yes,4 hours or more
11312645427,252912708,01/30/2020 10:45:35 PM,01/30/2020 10:45:58 PM,,,,,,No,Yes,4 hours or more
11312645420,252912708,01/30/2020 10:45:48 PM,01/30/2020 10:45:58 PM,,,,,,Yes,Yes,4 hours or more
11312645408,252912708,01/30/2020 10:45:48 PM,01/30/2020 10:45:57 PM,,,,,,No,Yes,4 hours or more
11312644604,252912708,01/30/2020 10:45:11 PM,01/30/2020 10:45:23 PM,,,,,,Yes,Yes,4 hours or more
11312644586,252912708,01/30/2020 10:45:00 PM,01/30/2020 10:45:22 PM,,,,,,Yes,Yes,1 hour
11312644574,252912708,01/30/2020 10:45:11 PM,01/30/2020 10:45:22 PM,,,,,,Yes,Yes,4 hours or more
11312644546,252912708,01/30/2020 10:44:59 PM,01/30/2020 10:45:20 PM,,,,,,Yes,Yes,4 hours or more
11312644105,252912708,01/30/2020 10:44:44 PM,01/30/2020 10:45:02 PM,,,,,,Yes,Yes,4 hours or more
11312643848,252912708,01/30/2020 10:44:41 PM,01/30/2020 10:44:52 PM,,,,,,No,Yes,4 hours or more
11312643674,252912708,01/30/2020 10:44:32 PM,01/30/2020 10:44:45 PM,,,,,,No,Yes,3 hours
11312643450,252912708,01/30/2020 10:44:22 PM,01/30/2020 10:44:35 PM,,,,,,Yes,Yes,4 hours or more
11312643323,252912708,01/30/2020 10:44:16 PM,01/30/2020 10:44:30 PM,,,,,,Yes,Yes,3 hours
11312642990,252912708,01/30/2020 10:44:12 PM,01/30/2020 10:44:18 PM,,,,,,No,Yes,4 hours or more
11312642692,252912708,01/30/2020 10:43:54 PM,01/30/2020 10:44:05 PM,,,,,,No,Yes,4 hours or more
11312642516,252912708,01/30/2020 10:43:46 PM,01/30/2020 10:43:57 PM,,,,,,No,Yes,4 hours or more
11312642347,252912708,01/30/2020 10:43:20 PM,01/30/2020 10:43:49 PM,,,,,,Yes,Yes,4 hours or more
11312642197,252912708,01/30/2020 10:43:33 PM,01/30/2020 10:43:43 PM,,,,,,Yes,Yes,1 hour
11312641795,252912708,01/30/2020 10:43:07 PM,01/30/2020 10:43:25 PM,,,,,,Yes,Yes,4 hours or more
11312640430,252912708,01/30/2020 10:42:16 PM,01/30/2020 10:42:26 PM,,,,,,No,Yes,4 hours or more
11312639348,252912708,01/30/2020 10:41:28 PM,01/30/2020 10:41:40 PM,,,,,,Yes,Yes,4 hours or more
11312639270,252912708,01/30/2020 10:41:18 PM,01/30/2020 10:41:37 PM,,,,,,Yes,Yes,4 hours or more
11312637757,252912708,01/30/2020 10:40:22 PM,01/30/2020 10:40:32 PM,,,,,,Yes,Yes,4 hours or more
11312636353,252912708,01/30/2020 10:39:16 PM,01/30/2020 10:39:32 PM,,,,,,No,Yes,4 hours or more
11312635835,252912708,01/30/2020 10:38:54 PM,01/30/2020 10:39:09 PM,,,,,,No,Yes,4 hours or more
11312635444,252912708,01/30/2020 10:38:39 PM,01/30/2020 10:38:51 PM,,,,,,No,Yes,4 hours or more
11312635207,252912708,01/30/2020 10:38:25 PM,01/30/2020 10:38:41 PM,,,,,,No,Yes,4 hours or more
11312633772,252912708,01/30/2020 10:37:17 PM,01/30/2020 10:37:38 PM,,,,,,Yes,Yes,3 hours
11312633207,252912708,01/30/2020 10:36:56 PM,01/30/2020 10:37:12 PM,,,,,,Yes,Yes,4 hours or more
11312632348,252912708,01/30/2020 10:36:21 PM,01/30/2020 10:36:34 PM,,,,,,No,Yes,4 hours or more
11312631613,252912708,01/30/2020 10:35:54 PM,01/30/2020 10:36:03 PM,,,,,,Yes,Yes,2 hours
11312631397,252912708,01/30/2020 10:35:33 PM,01/30/2020 10:35:54 PM,,,,,,No,Yes,4 hours or more
11312630949,252912708,01/30/2020 10:35:24 PM,01/30/2020 10:35:34 PM,,,,,,Yes,Yes,4 hours or more
11312630696,252912708,01/30/2020 10:35:08 PM,01/30/2020 10:35:21 PM,,,,,,No,Yes,4 hours or more
11312630278,252912708,01/30/2020 10:34:39 PM,01/30/2020 10:35:03 PM,,,,,,Yes,Yes,4 hours or more
11312629548,252912708,01/30/2020 10:34:20 PM,01/30/2020 10:34:32 PM,,,,,,Yes,Yes,4 hours or more
11312629427,252912708,01/30/2020 10:34:13 PM,01/30/2020 10:34:27 PM,,,,,,Yes,Yes,4 hours or more
11312628107,252912708,01/30/2020 10:32:54 PM,01/30/2020 10:33:29 PM,,,,,,No,Yes,3 hours
11312627071,252912708,01/30/2020 10:32:27 PM,01/30/2020 10:32:42 PM,,,,,,Yes,Yes,4 hours or more
11312627063,252912708,01/30/2020 10:31:33 PM,01/30/2020 10:32:42 PM,,,,,,Yes,Yes,4 hours or more
11312626857,252912708,01/30/2020 10:32:16 PM,01/30/2020 10:32:33 PM,,,,,,No,Yes,4 hours or more
11312626281,252912708,01/30/2020 10:30:35 PM,01/30/2020 10:32:07 PM,,,,,,No,Yes,3 hours
11312626009,252912708,01/30/2020 10:31:35 PM,01/30/2020 10:31:55 PM,,,,,,No,Yes,4 hours or more
11312626003,252912708,01/30/2020 10:31:40 PM,01/30/2020 10:31:55 PM,,,,,,Yes,Yes,4 hours or more
11312625237,252912708,01/30/2020 10:30:01 PM,01/30/2020 10:31:20 PM,,,,,,Yes,Yes,3 hours
11312623736,252912708,01/30/2020 10:29:52 PM,01/30/2020 10:30:10 PM,,,,,,No,Yes,2 hours
11312623432,252912708,01/30/2020 10:29:40 PM,01/30/2020 10:29:56 PM,,,,,,Yes,Yes,4 hours or more
11312623404,252912708,01/30/2020 10:29:22 PM,01/30/2020 10:29:55 PM,,,,,,No,Yes,4 hours or more
11312623352,252912708,01/30/2020 10:29:41 PM,01/30/2020 10:29:53 PM,,,,,,No,Yes,4 hours or more
11312623059,252912708,01/30/2020 10:29:31 PM,01/30/2020 10:29:40 PM,,,,,,Yes,Yes,3 hours
11312621753,252912708,01/30/2020 10:28:27 PM,01/30/2020 10:28:42 PM,,,,,,Yes,Yes,4 hours or more
11312621630,252912708,01/30/2020 10:28:22 PM,01/30/2020 10:28:36 PM,,,,,,Yes,Yes,4 hours or more
11312621543,252912708,01/30/2020 10:28:17 PM,01/30/2020 10:28:32 PM,,,,,,No,Yes,4 hours or more
11312621410,252912708,01/30/2020 10:28:13 PM,01/30/2020 10:28:27 PM,,,,,,No,Yes,2 hours
11312621364,252912708,01/30/2020 10:28:07 PM,01/30/2020 10:28:24 PM,,,,,,No,Yes,4 hours or more
11312620987,252912708,01/30/2020 10:27:55 PM,01/30/2020 10:28:06 PM,,,,,,No,Yes,3 hours
11312620852,252912708,01/30/2020 10:27:41 PM,01/30/2020 10:27:59 PM,,,,,,Yes,Yes,4 hours or more
11312620510,252912708,01/30/2020 10:27:25 PM,01/30/2020 10:27:43 PM,,,,,,No,Yes,4 hours or more
11312619973,252912708,01/30/2020 10:27:09 PM,01/30/2020 10:27:19 PM,,,,,,Yes,Yes,4 hours or more
11312619741,252912708,01/30/2020 10:26:33 PM,01/30/2020 10:27:08 PM,,,,,,No,Yes,4 hours or more
11312619641,252912708,01/30/2020 10:26:47 PM,01/30/2020 10:27:04 PM,,,,,,Yes,Yes,3 hours
11312619396,252912708,01/30/2020 10:26:40 PM,01/30/2020 10:26:54 PM,,,,,,No,Yes,3 hours
11312619293,252912708,01/30/2020 10:26:02 PM,01/30/2020 10:26:48 PM,,,,,,Yes,Yes,4 hours or more
11312619037,252912708,01/30/2020 10:26:25 PM,01/30/2020 10:26:36 PM,,,,,,No,Yes,2 hours
11312618384,252912708,01/30/2020 10:25:43 PM,01/30/2020 10:26:04 PM,,,,,,No,Yes,3 hours
11312618166,252912708,01/30/2020 10:25:36 PM,01/30/2020 10:25:54 PM,,,,,,Yes,Yes,3 hours
11312618113,252912708,01/30/2020 10:25:35 PM,01/30/2020 10:25:51 PM,,,,,,Yes,Yes,4 hours or more
11312618093,252912708,01/30/2020 10:25:24 PM,01/30/2020 10:25:50 PM,,,,,,No,Yes,4 hours or more
11312617952,252912708,01/30/2020 10:25:28 PM,01/30/2020 10:25:44 PM,,,,,,No,Yes,3 hours
11312617656,252912708,01/30/2020 10:25:20 PM,01/30/2020 10:25:30 PM,,,,,,Yes,Yes,4 hours or more
11312617584,252912708,01/30/2020 10:25:12 PM,01/30/2020 10:25:26 PM,,,,,,No,Yes,4 hours or more
11312617535,252912708,01/30/2020 10:25:10 PM,01/30/2020 10:25:24 PM,,,,,,No,Yes,4 hours or more
11312617523,252912708,01/30/2020 10:24:59 PM,01/30/2020 10:25:24 PM,,,,,,No,Yes,4 hours or more
11312617418,252912708,01/30/2020 10:25:03 PM,01/30/2020 10:25:19 PM,,,,,,No,Yes,4 hours or more
11312617049,252912708,01/30/2020 10:24:56 PM,01/30/2020 10:25:03 PM,,,,,,No,Yes,4 hours or more
11312616967,252912708,01/30/2020 10:24:49 PM,01/30/2020 10:24:59 PM,,,,,,No,Yes,2 hours
11312616894,252912708,01/30/2020 10:24:41 PM,01/30/2020 10:24:55 PM,,,,,,Yes,Yes,4 hours or more
11312616105,252912708,01/30/2020 10:24:06 PM,01/30/2020 10:24:21 PM,,,,,,Yes,Yes,4 hours or more
11312615649,252912708,01/30/2020 10:23:39 PM,01/30/2020 10:24:00 PM,,,,,,Yes,Yes,4 hours or more
11312615280,252912708,01/30/2020 10:23:31 PM,01/30/2020 10:23:42 PM,,,,,,Yes,Yes,4 hours or more
11312614948,252912708,01/30/2020 10:23:13 PM,01/30/2020 10:23:27 PM,,,,,,Yes,Yes,2 hours
11312614539,252912708,01/30/2020 10:22:50 PM,01/30/2020 10:23:10 PM,,,,,,No,Yes,4 hours or more
11312614171,252912708,01/30/2020 10:22:36 PM,01/30/2020 10:22:55 PM,,,,,,No,Yes,4 hours or more
11312614140,252912708,01/30/2020 10:22:43 PM,01/30/2020 10:22:54 PM,,,,,,Yes,Yes,4 hours or more
11312613807,252912708,01/30/2020 10:22:25 PM,01/30/2020 10:22:39 PM,,,,,,No,Yes,4 hours or more
11312613759,252912708,01/30/2020 10:22:22 PM,01/30/2020 10:22:37 PM,,,,,,No,Yes,4 hours or more
11312613639,252912708,01/30/2020 10:21:56 PM,01/30/2020 10:22:32 PM,,,,,,Yes,Yes,2 hours
11312613578,252912708,01/30/2020 10:22:16 PM,01/30/2020 10:22:29 PM,,,,,,No,Yes,4 hours or more
11312613286,252912708,01/30/2020 10:21:49 PM,01/30/2020 10:22:17 PM,,,,,,No,Yes,4 hours or more
11312613171,252912708,01/30/2020 10:21:29 PM,01/30/2020 10:22:12 PM,,,,,,No,Yes,2 hours
11312612902,252912708,01/30/2020 10:21:48 PM,01/30/2020 10:22:00 PM,,,,,,Yes,Yes,4 hours or more
11312612899,252912708,01/30/2020 10:21:52 PM,01/30/2020 10:22:00 PM,,,,,,No,Yes,4 hours or more
11312612341,252912708,01/30/2020 10:21:22 PM,01/30/2020 10:21:35 PM,,,,,,Yes,Yes,4 hours or more
11312612269,252912708,01/30/2020 10:21:20 PM,01/30/2020 10:21:31 PM,,,,,,No,Yes,3 hours
11312612145,252912708,01/30/2020 10:21:12 PM,01/30/2020 10:21:26 PM,,,,,,Yes,Yes,4 hours or more
11312611887,252912708,01/30/2020 10:21:07 PM,01/30/2020 10:21:15 PM,,,,,,No,Yes,4 hours or more
11312611703,252912708,01/30/2020 10:20:54 PM,01/30/2020 10:21:07 PM,,,,,,Yes,Yes,4 hours or more
11312611685,252912708,01/30/2020 10:20:51 PM,01/30/2020 10:21:06 PM,,,,,,Yes,Yes,4 hours or more
11312611157,252912708,01/30/2020 10:20:27 PM,01/30/2020 10:20:41 PM,,,,,,Yes,Yes,4 hours or more
11312611154,252912708,01/30/2020 10:20:32 PM,01/30/2020 10:20:41 PM,,,,,,Yes,Yes,4 hours or more
11312611118,252912708,01/30/2020 10:20:30 PM,01/30/2020 10:20:40 PM,,,,,,No,Yes,4 hours or more
11312611025,252912708,01/30/2020 10:20:24 PM,01/30/2020 10:20:36 PM,,,,,,No,Yes,4 hours or more
11312610926,252912708,01/30/2020 10:20:13 PM,01/30/2020 10:20:32 PM,,,,,,Yes,Yes,3 hours
11312610905,252912708,01/30/2020 10:20:13 PM,01/30/2020 10:20:31 PM,,,,,,No,Yes,3 hours
11312610866,252912708,01/30/2020 10:20:13 PM,01/30/2020 10:20:29 PM,,,,,,No,Yes,4 hours or more
11312610791,252912708,01/30/2020 10:20:14 PM,01/30/2020 10:20:26 PM,,,,,,No,Yes,4 hours or more
11312610597,252912708,01/30/2020 10:20:09 PM,01/30/2020 10:20:19 PM,,,,,,Yes,Yes,4 hours or more
11312610576,252912708,01/30/2020 10:20:09 PM,01/30/2020 10:20:18 PM,,,,,,Yes,Yes,4 hours or more
11312610357,252912708,01/30/2020 10:19:59 PM,01/30/2020 10:20:08 PM,,,,,,No,Yes,4 hours or more
11312610195,252912708,01/30/2020 10:19:23 PM,01/30/2020 10:20:00 PM,,,,,,Yes,Yes,1 hour
11312610132,252912708,01/30/2020 10:19:41 PM,01/30/2020 10:19:58 PM,,,,,,No,Yes,3 hours
11312610107,252912708,01/30/2020 10:19:46 PM,01/30/2020 10:19:56 PM,,,,,,No,Yes,4 hours or more
11312609864,252912708,01/30/2020 10:19:26 PM,01/30/2020 10:19:45 PM,,,,,,Yes,Yes,4 hours or more
11312609755,252912708,01/30/2020 10:19:22 PM,01/30/2020 10:19:40 PM,,,,,,Yes,Yes,4 hours or more
11312609623,252912708,01/30/2020 10:19:15 PM,01/30/2020 10:19:34 PM,,,,,,No,Yes,2 hours
11312609389,252912708,01/30/2020 10:17:55 PM,01/30/2020 10:19:24 PM,,,,,,Yes,Yes,3 hours
11312609292,252912708,01/30/2020 10:19:01 PM,01/30/2020 10:19:19 PM,,,,,,No,Yes,4 hours or more
11312609259,252912708,01/30/2020 10:19:01 PM,01/30/2020 10:19:17 PM,,,,,,No,Yes,4 hours or more
11312608980,252912708,01/30/2020 10:18:56 PM,01/30/2020 10:19:06 PM,,,,,,No,Yes,3 hours
11312608926,252912708,01/30/2020 10:18:47 PM,01/30/2020 10:19:02 PM,,,,,,No,Yes,3 hours
11312608892,252912708,01/30/2020 10:18:46 PM,01/30/2020 10:19:01 PM,,,,,,Yes,Yes,2 hours
11312608807,252912708,01/30/2020 10:18:45 PM,01/30/2020 10:18:57 PM,,,,,,Yes,Yes,2 hours
11312608483,252912708,01/30/2020 10:18:29 PM,01/30/2020 10:18:42 PM,,,,,,No,Yes,4 hours or more
11312608088,252912708,01/30/2020 10:18:10 PM,01/30/2020 10:18:24 PM,,,,,,Yes,Yes,3 hours
11312607606,252912708,01/30/2020 10:17:40 PM,01/30/2020 10:18:02 PM,,,,,,Yes,Yes,4 hours or more
11312607558,252912708,01/30/2020 10:17:48 PM,01/30/2020 10:18:00 PM,,,,,,Yes,Yes,2 hours
11312607252,252912708,01/30/2020 10:17:27 PM,01/30/2020 10:17:47 PM,,,,,,No,Yes,3 hours
11312607004,252912708,01/30/2020 10:17:24 PM,01/30/2020 10:17:34 PM,,,,,,Yes,Yes,1 hour
11312606717,252912708,01/30/2020 10:16:56 PM,01/30/2020 10:17:20 PM,,,,,,Yes,Yes,3 hours
11312606090,252912708,01/30/2020 10:16:42 PM,01/30/2020 10:16:53 PM,,,,,,No,Yes,30 minutes or less
11312605481,252912708,01/30/2020 10:16:04 PM,01/30/2020 10:16:25 PM,,,,,,Yes,Yes,4 hours or more
11312605250,252912708,01/30/2020 10:16:00 PM,01/30/2020 10:16:14 PM,,,,,,Yes,Yes,4 hours or more
11312605106,252912708,01/30/2020 10:15:58 PM,01/30/2020 10:16:07 PM,,,,,,Yes,Yes,4 hours or more
11312605019,252912708,01/30/2020 10:15:53 PM,01/30/2020 10:16:03 PM,,,,,,Yes,Yes,3 hours
11312604628,252912708,01/30/2020 10:15:04 PM,01/30/2020 10:15:45 PM,,,,,,No,Yes,4 hours or more
11312604296,252912708,01/30/2020 10:15:20 PM,01/30/2020 10:15:28 PM,,,,,,Yes,Yes,1 hour
11312603916,252912708,01/30/2020 10:14:53 PM,01/30/2020 10:15:11 PM,,,,,,Yes,Yes,4 hours or more
11312603760,252912708,01/30/2020 10:14:43 PM,01/30/2020 10:15:03 PM,,,,,,No,Yes,2 hours
11312603395,252912708,01/30/2020 10:14:37 PM,01/30/2020 10:14:45 PM,,,,,,Yes,Yes,4 hours or more
11312602112,252912708,01/30/2020 10:13:31 PM,01/30/2020 10:13:47 PM,,,,,,Yes,Yes,4 hours or more
11312601382,252912708,01/30/2020 10:12:53 PM,01/30/2020 10:13:13 PM,,,,,,No,Yes,4 hours or more
11312601078,252912708,01/30/2020 10:12:45 PM,01/30/2020 10:13:00 PM,,,,,,No,Yes,1 hour
11312600883,252912708,01/30/2020 10:12:41 PM,01/30/2020 10:12:51 PM,,,,,,Yes,Yes,3 hours
11312599478,252912708,01/30/2020 10:11:18 PM,01/30/2020 10:11:47 PM,,,,,,Yes,Yes,4 hours or more
11312597981,252912708,01/30/2020 10:10:22 PM,01/30/2020 10:10:37 PM,,,,,,Yes,Yes,4 hours or more
11312597879,252912708,01/30/2020 10:10:03 PM,01/30/2020 10:10:32 PM,,,,,,No,Yes,4 hours or more
11312597445,252912708,01/30/2020 10:10:03 PM,01/30/2020 10:10:14 PM,,,,,,Yes,Yes,4 hours or more
11312597021,252912708,01/30/2020 10:09:42 PM,01/30/2020 10:09:55 PM,,,,,,Yes,Yes,3 hours
11312596969,252912708,01/30/2020 10:09:37 PM,01/30/2020 10:09:52 PM,,,,,,No,Yes,3 hours
11312596747,252912708,01/30/2020 10:09:29 PM,01/30/2020 10:09:41 PM,,,,,,Yes,Yes,4 hours or more
11312596483,252912708,01/30/2020 10:09:16 PM,01/30/2020 10:09:28 PM,,,,,,Yes,Yes,4 hours or more
11312596138,252912708,01/30/2020 10:08:47 PM,01/30/2020 10:09:12 PM,,,,,,No,Yes,3 hours
11312594522,252912708,01/30/2020 10:07:46 PM,01/30/2020 10:07:58 PM,,,,,,No,No,3 hours
11312594253,252912708,01/30/2020 10:07:37 PM,01/30/2020 10:07:46 PM,,,,,,Yes,Yes,4 hours or more
11312593187,252912708,01/30/2020 10:06:46 PM,01/30/2020 10:06:54 PM,,,,,,Yes,Yes,4 hours or more
11312592751,252912708,01/30/2020 10:06:23 PM,01/30/2020 10:06:35 PM,,,,,,Yes,Yes,4 hours or more
11312592663,252912708,01/30/2020 10:06:01 PM,01/30/2020 10:06:30 PM,,,,,,Yes,Yes,4 hours or more
11312584959,252912708,01/30/2020 10:00:17 PM,01/30/2020 10:00:30 PM,,,,,,Yes,Yes,4 hours or more
11312583793,252912708,01/30/2020 09:59:01 PM,01/30/2020 09:59:32 PM,,,,,,Yes,Yes,3 hours
11312583676,252912708,01/30/2020 09:59:13 PM,01/30/2020 09:59:26 PM,,,,,,No,Yes,3 hours
11312570175,252912708,01/30/2020 09:48:41 PM,01/30/2020 09:48:59 PM,,,,,,No,Yes,4 hours or more
11312565470,252912708,01/30/2020 09:45:04 PM,01/30/2020 09:45:18 PM,,,,,,No,Yes,4 hours or more
11312541915,252912708,01/30/2020 09:24:53 PM,01/30/2020 09:25:06 PM,,,,,,No,Yes,4 hours or more
11312539484,252912708,01/30/2020 09:22:41 PM,01/30/2020 09:22:54 PM,,,,,,No,Yes,2 hours
11312537939,252912708,01/30/2020 09:20:27 PM,01/30/2020 09:21:32 PM,,,,,,Yes,Yes,3 hours
11312532571,252912708,01/30/2020 09:16:34 PM,01/30/2020 09:16:46 PM,,,,,,Yes,Yes,4 hours or more
11312532049,252912708,01/30/2020 09:16:09 PM,01/30/2020 09:16:18 PM,,,,,,Yes,Yes,4 hours or more
11312526728,252912708,01/30/2020 09:11:27 PM,01/30/2020 09:11:37 PM,,,,,,No,Yes,4 hours or more
11312500925,252912708,01/30/2020 08:47:41 PM,01/30/2020 08:47:54 PM,,,,,,Yes,Yes,4 hours or more
11312499226,252912708,01/30/2020 08:45:40 PM,01/30/2020 08:46:18 PM,,,,,,Yes,Yes,4 hours or more
11312497862,252912708,01/30/2020 08:44:37 PM,01/30/2020 08:44:57 PM,,,,,,No,Yes,3 hours
11312496196,252912708,01/30/2020 08:43:08 PM,01/30/2020 08:43:23 PM,,,,,,Yes,Yes,2 hours
11312495787,252912708,01/30/2020 08:42:42 PM,01/30/2020 08:43:01 PM,,,,,,Yes,Yes,4 hours or more
11312495537,252912708,01/30/2020 08:42:30 PM,01/30/2020 08:42:46 PM,,,,,,No,Yes,3 hours
11312490002,252912708,01/30/2020 08:37:13 PM,01/30/2020 08:37:29 PM,,,,,,Yes,Yes,2 hours
11312484187,252912708,01/30/2020 08:31:50 PM,01/30/2020 08:31:59 PM,,,,,,No,Yes,30 minutes or less
11312477778,252912708,01/30/2020 08:25:36 PM,01/30/2020 08:25:51 PM,,,,,,Yes,Yes,2 hours
11312448607,252912708,01/30/2020 07:58:08 PM,01/30/2020 07:58:19 PM,,,,,,Yes,Yes,4 hours or more
11312437725,252912708,01/30/2020 07:47:10 PM,01/30/2020 07:47:31 PM,,,,,,No,No,I don't spend any time on social media.
11312402422,252912708,01/30/2020 07:14:54 PM,01/30/2020 07:15:15 PM,,,,,,Yes,Yes,30 minutes or less
11312385016,252912708,01/30/2020 07:00:19 PM,01/30/2020 07:00:34 PM,,,,,,Yes,Yes,1 hour
11312380732,252912708,01/30/2020 06:56:33 PM,01/30/2020 06:56:53 PM,,,,,,No,Yes,1 hour
11312372621,252912708,01/30/2020 06:49:06 PM,01/30/2020 06:50:10 PM,,,,,,No,Yes,1 hour
11312343895,252912708,01/30/2020 06:27:15 PM,01/30/2020 06:27:29 PM,,,,,,Yes,Yes,3 hours
11312322375,252912708,01/30/2020 06:10:32 PM,01/30/2020 06:10:46 PM,,,,,,No,Yes,1 hour
11312316204,252912708,01/30/2020 06:05:51 PM,01/30/2020 06:06:05 PM,,,,,,No,Yes,1 hour
11312296614,252912708,01/30/2020 05:51:22 PM,01/30/2020 05:51:41 PM,,,,,,No,Yes,4 hours or more
11312290963,252912708,01/30/2020 05:47:36 PM,01/30/2020 05:47:50 PM,,,,,,No,Yes,1 hour
11312282965,252912708,01/30/2020 05:41:59 PM,01/30/2020 05:42:23 PM,,,,,,No,Yes,4 hours or more
11312267815,252912708,01/30/2020 05:32:08 PM,01/30/2020 05:32:28 PM,,,,,,No,Yes,2 hours
11312262103,252912708,01/30/2020 05:28:17 PM,01/30/2020 05:28:44 PM,,,,,,No,Yes,2 hours
11312238675,252912708,01/30/2020 05:14:39 PM,01/30/2020 05:14:47 PM,,,,,,No,Yes,4 hours or more
11312222555,252912708,01/30/2020 05:05:13 PM,01/30/2020 05:05:29 PM,,,,,,No,Yes,4 hours or more
11312202512,252912708,01/30/2020 04:50:59 PM,01/30/2020 04:51:14 PM,,,,,,No,Yes,1 hour
